no,nama,kategori,alamat,kota,lat,lng,plusCode,rating,jumlahUlasan,telepon,website,foto,jamBuka,linkMaps,sumberQuery
201,Tong San Warkop,Kedai Kopi,"Jl. H. Borra No.20/22, Bulo Gading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111, Indonesia",Makassar,-5.1377472,119.4056078,"VC64+W6 Bulo Gading, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,230,+624113618454,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkEEFzbpoUmlJ-XRgLKq1uZ22wLx94-rrwLOJMmtklM4-yd4u-VsV0W1CU_TwLrl5fRSIvI13Sr-7paWexz6-WtvhaRiWSyQgr1UD_3CpcOrGRbcoTKJLytGEXjXpq81scM2-edHw=w408-h544-k-no,"Senin,06.00 hingga 17.00 | Selasa,06.00 hingga 17.00 | Rabu,06.00 hingga 17.00 | Kamis,06.00 hingga 17.00 | Jumat,06.00 hingga 17.00 | Sabtu,06.00 hingga 17.00 | Minggu,06.00 hingga 17.00",https://www.google.com/maps/place/Tong+San+Warkop/data=!4m7!3m6!1s0x2dbf02b1ef7b7097:0x2271b61c9b3f5563!8m2!3d-5.1377472!4d119.4056078!16s%2Fg%2F11b6nlr2z_!19sChIJl3B777ECvy0RY1U_mxy2cSI,warkop Makassar
202,WARKOP 17 LIVE MUSIC,Kedai Kopi,"Jl. Perintis Kemerdekaan No.km.13, Kapasa, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245, Indonesia",Makassar,-5.1231001,119.5068208,"VGG4+QP Kapasa, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,240,+6282348099272,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGQy0c3_MaM18FVv6UVJ4hzTAijU8Pi3AHlPuwFQ1Iw0ozSBAYZwYRLl-u96tguiicJINLXsV8MyQmUAD4GLAtjS38o0XGSKrmEBKJBxUV0eD9G3LYvkLUD1IkqQXvYj73qMr2PeOz6VInG4FK3f8GnDTYey4JZcPGKaPg8M0eTz6QxJoOEDhpWxI1UCclYR0KRuw=w408-h306-k-no,"Senin,09.00 hingga 02.00 | Selasa,09.00 hingga 02.00 | Rabu,09.00 hingga 02.00 | Kamis,09.00 hingga 02.00 | Jumat,09.00 hingga 02.00 | Sabtu,09.00 hingga 02.00 | Minggu,09.00 hingga 02.00",https://www.google.com/maps/place/WARKOP+17+LIVE+MUSIC/data=!4m7!3m6!1s0x2dbefca11912e533:0xcd8b970d5454040c!8m2!3d-5.1231001!4d119.5068208!16s%2Fg%2F11g9qpzg2y!19sChIJM-USGaH8vi0RDARUVA2Xi80,warkop Makassar
203,Warkop 383,Kedai Kopi,"Jl. Veteran Selatan No.465, Bonto Lebang, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90135, Indonesia",Makassar,-5.1650929,119.4208479,"RCMC+X8 Bonto Lebang, Kota Makassar, Sulawesi Selatan, Indonesia",4.9,31,+6281284327383,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlYk7tfkX-H2r2KPPCaAN-wI7nAyhgLBAz3mu1onuOuh1VBOFIxkzTG1jDTFLpFPleQ0efHU-Ih-rqfMxGXXyi8bp0bIzmJTsVJJcGs9_ZdX--PDl0d0Fh6RpSilJeVMrWz4Y8m=w426-h240-k-no,"Senin,07.00 hingga 21.00 | Selasa,07.00 hingga 21.00 | Rabu,07.00 hingga 21.00 | Kamis,07.00 hingga 21.00 | Jumat,07.00 hingga 21.00 | Sabtu,07.00 hingga 21.00 | Minggu,07.00 hingga 21.00",https://www.google.com/maps/place/Warkop+383/data=!4m7!3m6!1s0x2dbee3333b7009dd:0x87fbf6fd05bd5912!8m2!3d-5.1650929!4d119.4208479!16s%2Fg%2F11lkjdvtrp!19sChIJ3QlwOzPjvi0RElm9Bf32-4c,warkop Makassar
204,Warkop Orange,Kedai Kopi,"Jl. A. Mappanyukki No.123D, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125, Indonesia",Makassar,-5.1570301,119.4151507,"RCV8+53 Mario, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,328,+6282285777779,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlPGyq79LeYOYa_DBxAvTNv16hp5pCppgvPzBqkH3TbsbKyb8sWSYBmwBYPEkcD8w7Nmy9BNTdzWjCZKzE4r6gtGEQ8yjVEny1LZ-U1glIzMT9Ny4FhUrYX1auU2u3kPqiSsUnMyA=w408-h680-k-no,"Senin,05.30 hingga 00.00 | Selasa,05.30 hingga 00.00 | Rabu,05.30 hingga 00.00 | Kamis,05.30 hingga 00.00 | Jumat,05.30 hingga 00.00 | Sabtu,05.30 hingga 00.00 | Minggu,05.30 hingga 00.00",https://www.google.com/maps/place/Warkop+Orange/data=!4m7!3m6!1s0x2dbf1d5f2837c38b:0x2d69947b97c974c0!8m2!3d-5.1570301!4d119.4151507!16s%2Fg%2F11b7771vff!19sChIJi8M3KF8dvy0RwHTJl3uUaS0,warkop Makassar
205,Warkop Chacha,Kedai Kopi,"Jl. Mannuruki BTN. Tabaria, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223, Indonesia",Makassar,-5.1804062,119.4280704,"RC9H+R6 Mannuruki, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,164,+6285320611166,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlpZ0kUWZ1XgrRhX40vVTylOjJU2Ni-JWrPID6yrJjFVvRJ62I18mv-GpJLw7sv7H0jVRcv_JTte4FB8U9vr2gQ8JuBBsmftlZVsxnyU-be9nMeLQXypZP7ScNByHJRKA=w408-h306-k-no,"Senin,09.30 hingga 00.00 | Selasa,09.30 hingga 00.00 | Rabu,09.30 hingga 00.00 | Kamis,09.30 hingga 00.00 | Jumat,09.30 hingga 00.00 | Sabtu,09.30 hingga 00.00 | Minggu,09.30 hingga 00.00",https://www.google.com/maps/place/Warkop+Chacha/data=!4m7!3m6!1s0x2dbee27d1600e459:0x7199c77270db8c29!8m2!3d-5.1804062!4d119.4280704!16s%2Fg%2F11gh2vw492!19sChIJWeQAFn3ivi0RKYzbcHLHmXE,warkop Makassar
206,Warkop Banjir,Kafetaria,"Jl. Maccini Raya No.68, Maccini Parang, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90144, Indonesia",Makassar,-5.1377441,119.4314702,"VC6J+WH Maccini Parang, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,54,+62411443060,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkB2l1hFVPzuAziU_-yeFiUc6s9x-8W-Dw9FSm4HCIjgVFSGxFqRCoiaieo3gQOUSYp2SET4q5lI088_WKwvLLKTp2_4xjkAkgYW_D9AM0Fw0ItTf1wuyUYSzpKL4yOAZZt5tA=w408-h544-k-no,"Senin,08.00 hingga 05.24 | Selasa,08.00 hingga 05.24 | Rabu,08.00 hingga 05.24 | Kamis,08.00 hingga 05.24 | Jumat,08.00 hingga 05.24 | Sabtu,08.00 hingga 05.24 | Minggu,08.00 hingga 05.24",https://www.google.com/maps/place/Warkop+Banjir/data=!4m7!3m6!1s0x2dbefd4ddb2014d1:0x83f3c00c13a4efaf!8m2!3d-5.1377441!4d119.4314702!16s%2Fg%2F11b6dpq279!19sChIJ0RQg2039vi0Rr--kEwzA84M,warkop Makassar
207,Warkop 212,Kedai Kopi,"Jl. Toddopuli Raya Blok J No.1-2, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1610646,119.4532471,"RFQ3+H7 Paropo, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,911,+62411438222,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnKJyYJfTCxS7KmpIgGj1JmTIk30u-oJwP9D_yPPFSaR9KCUIuzYmf37ysrMoKTrERA_UMqtPYIWFqo52lBIg-JiCK6l4oNOHGcp58LboLBQSwEjdJ5D6pdyMUOk6HSjZmX9u1N=w408-h306-k-no,"Senin,10.00 hingga 22.00 | Selasa,10.00 hingga 22.00 | Rabu,10.00 hingga 22.00 | Kamis,10.00 hingga 22.00 | Jumat,10.00 hingga 22.00 | Sabtu,10.00 hingga 22.00 | Minggu,10.00 hingga 22.00",https://www.google.com/maps/place/Warkop+212/data=!4m7!3m6!1s0x2dbee2e7d0dc7c23:0x5be84498874d9f72!8m2!3d-5.1610646!4d119.4532471!16s%2Fg%2F11b774zsjy!19sChIJI3zc0Ofivi0Rcp9Nh5hE6Fs,warkop Makassar
208,Warkop Simpang Lima,Kedai Kopi,"Jl. Bhayangkara No.1C, Bongaya, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223, Indonesia",Makassar,-5.1672984,119.4196215,"RCM9+3R Bongaya, Kota Makassar, Sulawesi Selatan, Indonesia",5,10,+6285241900779,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkdQYY6mEV7TSkXtclzGDIqY95DnFwgfZ6oDrl0IPcJuTgRu4L2qxRN2GhJnPyxqpgn7JI4qZpHuistQv_Fzvtp9ff4Pmt6It5Ul0Ay43UzEERuPL6ePz0gWbvGHpwkfkBPcYkY=w408-h509-k-no,"Senin,06.00 hingga 22.00 | Selasa,06.00 hingga 22.00 | Rabu,06.00 hingga 22.00 | Kamis,06.00 hingga 22.00 | Jumat,06.00 hingga 22.00 | Sabtu,06.00 hingga 22.00 | Minggu,Tutup",https://www.google.com/maps/place/Warkop+Simpang+Lima/data=!4m7!3m6!1s0x2dbee3e04f69d629:0xfd7ad1bd9ce91142!8m2!3d-5.1672984!4d119.4196215!16s%2Fg%2F11kb8dy184!19sChIJKdZpT-Djvi0RQhHpnL3Rev0,warkop Makassar
209,Warkop Sahabat Umark,Kedai Kopi,"Jl. Rappocini Raya Lrg. 5C Jl. Rappocini Raya Lorong 5 No.22, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1538489,119.4301287,"RCWJ+F3 Rappocini, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,51,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm0YILoYl3Df8n1TzwbFxzRUm41Rfmc5Kap0boBC24CsDCJVVcaVSTmDiBf-SgkoD6REdFrdYhnosMa_HsMLLKVFa0PeOTt3gTeAi1BQcp_rd00uho24pAGwqEbuRdq_d_OmL0ytQ=w408-h544-k-no,"Senin,14.00 hingga 00.00 | Selasa,14.00 hingga 00.00 | Rabu,14.00 hingga 00.00 | Kamis,14.00 hingga 00.00 | Jumat,14.00 hingga 00.00 | Sabtu,14.00 hingga 00.00 | Minggu,14.00 hingga 00.00",https://www.google.com/maps/place/Warkop+Sahabat+Umark/data=!4m7!3m6!1s0x2dbee2a4cf3dc72f:0x6397c6fec54ed82b!8m2!3d-5.1538489!4d119.4301287!16s%2Fg%2F11f3ch_h61!19sChIJL8c9z6Tivi0RK9hOxf7Gl2M,warkop Makassar
210,Warkop Teras Kinoi,Kafe,"RC9V+PJM, Jl. Talasalapang II Komp. No.mor 1 PK blok I2, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.1804013,119.4435111,,4.5,292,+6282134380975,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk78GuIStcUnSMP8-SM-CERIAaIhysB11H255WD0myv7YHThNxIFrsp9ZqufD4OSwKhAojUEIshvXw2CAD49qwMp53bcPvOeHdOL1Dp8e0cwFolFu2Uh0_tyt8D0TEfgi8P_Sd9yC3r9hoU=w513-h240-k-no,"Senin,08.00 hingga 12.00 | Selasa,08.00 hingga 00.00 | Rabu,08.00 hingga 12.00 | Kamis,08.00 hingga 12.00 | Jumat,08.00 hingga 12.00 | Sabtu,08.00 hingga 12.00 | Minggu,08.00 hingga 12.00",https://www.google.com/maps/place/Warkop+Teras+Kinoi/data=!4m7!3m6!1s0x2dbee25facd4aaf7:0xc045233d6e59bcb1!8m2!3d-5.1804013!4d119.4435111!16s%2Fg%2F11c1qhkh81!19sChIJ96rUrF_ivi0RsbxZbj0jRcA,warkop Makassar
211,WARKOP SULTAN,Kedai Kopi,"Jl. Mallombasang No.51, Jongaya, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223, Indonesia",Makassar,-5.1784012,119.4163506,"RCC8+JG Jongaya, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,16,+6285232458788,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkrFD4_ObaWd3SXr2raMG6x6khkEVMXzLzoTMAXcQ9k3qaforbPmIVcGH_6oQPAfS295svrvVZW9j9ncBhTzeMcj3BctBhiPG52QRtPSnwYr5smmUyciZjL5X0F5sg1-ZgV4zo=w408-h408-k-no,"Senin,08.00 hingga 00.00 | Selasa,08.00 hingga 00.00 | Rabu,08.00 hingga 00.00 | Kamis,08.00 hingga 00.00 | Jumat,08.00 hingga 00.00 | Sabtu,08.00 hingga 00.00 | Minggu,08.00 hingga 00.00",https://www.google.com/maps/place/WARKOP+SULTAN/data=!4m7!3m6!1s0x2dbf1d7f95a31ead:0x2540e948939d32d8!8m2!3d-5.1784012!4d119.4163506!16s%2Fg%2F11fzf9gnpf!19sChIJrR6jlX8dvy0R2DKdk0jpQCU,warkop Makassar
212,Warkop D'Siama,Kedai Kopi,"KM 5 nomor 8, Jl. Urip Sumoharjo, Panaikang, Panakkukang, Makassar City, South Sulawesi 90231, Indonesia",,-5.139588,119.4490963,"VC6X+5J Panaikang, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,395,+6281241870546,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl2ugb_hVAsG6YOeM6vNqtaxq3QyvMwJUwNzX1hhQgTIAJ55uxSlBXnX3gRnzBLO3hlYUT3f19fjMH2jiYhiwYgHIIqGLtvLVCNfpkQxYsw9fe_G3V2-p3yqds-zTqct8T4PhGVeQ=w426-h240-k-no,"Senin,08.00 hingga 22.00 | Selasa,08.00 hingga 22.00 | Rabu,08.00 hingga 22.00 | Kamis,08.00 hingga 22.00 | Jumat,08.00 hingga 22.00 | Sabtu,08.00 hingga 22.00 | Minggu,08.00 hingga 22.00",https://www.google.com/maps/place/Warkop+D%27Siama/data=!4m7!3m6!1s0x2dbefd3317573879:0xac2dc0d60f8a097a!8m2!3d-5.139588!4d119.4490963!16s%2Fg%2F11cp7g54x8!19sChIJeThXFzP9vi0RegmKD9bALaw,warkop Makassar
213,Warkop Lewa Sekretariat Makassar Soegawa MAX,Kafe,"Jl. Sirajuddin Rani Nm. 17, Sungguminasa, Kec. Somba Opu, Kabupaten Gowa, Sulawesi Selatan 92111, Indonesia",Kabupaten Gowa,-5.2055021,119.4538375,"QFV3+QG Sungguminasa, Kabupaten Gowa, Sulawesi Selatan, Indonesia",4.8,23,+6281242531117,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlPK0ppmnn8OxcS2e5YwU2daSPgWpCkzVbfutCTupodNma9vWff9NEzNdiq4-35GccSq2ZA0EUREs-gc3adlv0oRoerIYqv4ijam0str-w8HPd5z8BK6uRN6PlGCbgjN4H2xTHazg=w426-h240-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Warkop+Lewa+Sekretariat+Makassar+Soegawa+MAX/data=!4m7!3m6!1s0x2dbee3d9a14bd3dd:0xe89a36a93845bdfb!8m2!3d-5.2055021!4d119.4538375!16s%2Fg%2F11jq76prdy!19sChIJ3dNLodnjvi0R-71FOKk2mug,warkop Makassar
214,Warkop Bundu Jalan Rusa,Kafe,"Jl. Rusa No.18, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142, Indonesia",Makassar,-5.1495286,119.4215377,"VC2C+5J Maricaya, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,120,+628114232399,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlnz6ydkl5Wk-umSvMef5ACJwW9IjgGZ453n4zz-wJSMt4-OZL-qY7hivcbw6IDkyoKusD5L961vHZ8hkD9GyVEEtvdgKZr7dfngbwNSuod5lTAlVTUdi1507c6vHHQ2e54IQQ=w408-h306-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,Tutup",https://www.google.com/maps/place/Warkop+Bundu+Jalan+Rusa/data=!4m7!3m6!1s0x2dbee2a8fcb90283:0x926a0fee250225e2!8m2!3d-5.1495286!4d119.4215377!16s%2Fg%2F11b6_rlx29!19sChIJgwK5_Kjivi0R4iUCJe4PapI,warkop Makassar
215,Warkop RMS,Kedai Kopi,"VF3H+765, Tello Baru, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90245, Indonesia",Makassar,-5.1468645,119.4781205,,4.5,66,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkF7ioP57FbxVDnKYPmLOh3JGXKdJzIhYfuKQGuvz_Rg3MWkMJ4zoqozld8IU8TiHsl2fe-Yl6gvwy0HqpkDYQJ7k3yr0GgwFWWBB-eKVIvvCB-323H_feX2B2Efvv5pMsCvscY_p1zDBIO=w408-h306-k-no,Buka sekarang,https://www.google.com/maps/place/Warkop+RMS/data=!4m7!3m6!1s0x2dbee333edbdf779:0xeb3bd816f67cc6a7!8m2!3d-5.1468645!4d119.4781205!16s%2Fg%2F11p61377vg!19sChIJefe97TPjvi0Rp8Z89hbYO-s,warkop Makassar
216,Warkop Celebes 99,Kafe,"Tidung 2 No.49, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.1677429,119.446715,"RCJW+WM Bonto Makkio, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,172,+6282194258449,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkVtWD71xEvjWDiaSJAeL6igN0_Y8Y8Ni_e8GS469dunYh7ehDhY4nfRgIZ3dM8L12HbVj-QmCpIxm2dTHt71uxDApWPQSupXwrshq42E2yYrsDRtKg57N1s6vvtFPCmoZJhIGXVA=w426-h240-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 23.00 | Minggu,Tutup",https://www.google.com/maps/place/Warkop+Celebes+99/data=!4m7!3m6!1s0x2dbee2ede1025f93:0xb300f7f5df6e9377!8m2!3d-5.1677429!4d119.446715!16s%2Fg%2F11g9jg1pff!19sChIJk18C4e3ivi0Rd5Nu3_X3ALM,warkop Makassar
217,Warkop AW,Kafe,"001, Jl. Ujung No.66, RW.01, Parang Layang, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90155, Indonesia",Makassar,-5.1223113,119.419879,"VCH9+3X Parang Layang, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,252,+6282187978847,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkIYML6Tgqrue7j8BcFkASBOLJwIpEsE9pSYxHHFB6YjFwQ8M81WFVPUNth-QshYVZOptQeT2U1A42Oy6pIoJGs3jpyukyKttax97POt5nWgtaEmhNvoCZdWT-qPcnH17CEETV-=w408-h544-k-no,"Senin,05.00 hingga 00.00 | Selasa,05.00 hingga 00.00 | Rabu,05.00 hingga 00.00 | Kamis,05.00 hingga 00.00 | Jumat,05.00 hingga 00.00 | Sabtu,05.00 hingga 00.00 | Minggu,05.00 hingga 00.00",https://www.google.com/maps/place/Warkop+AW/data=!4m7!3m6!1s0x2dbefd8e4e03ee59:0x24cfd31973950ad7!8m2!3d-5.1223113!4d119.419879!16s%2Fg%2F11j48jq68b!19sChIJWe4DTo79vi0R1wqVcxnTzyQ,warkop Makassar
218,Warkop 17 Panaikang,Kedai Kopi,"Jl. Panaikang No.17, Panaikang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90243, Indonesia",Makassar,-5.1422358,119.4573378,"VF54+4W Panaikang, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,19,+628984457070,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnxSKlpF5FRhLD0q5bBOsbc1E840FUH12I3d1vZZsFtHOoizJxn1mRclNwcfrJiO_GgEbU4zghsZvaLD83DdrIEBQvHp_1Cm0osDt6BfVndMcLKfUA9fGDYZriFgz8wtAR95zAbYIWPmdy9=w408-h544-k-no,"Senin,09.00 hingga 22.00 | Selasa,09.00 hingga 22.00 | Rabu,09.00 hingga 22.00 | Kamis,09.00 hingga 22.00 | Jumat,09.00 hingga 22.00 | Sabtu,09.00 hingga 22.00 | Minggu,09.00 hingga 22.00",https://www.google.com/maps/place/Warkop+17+Panaikang/data=!4m7!3m6!1s0x2dbee3485a309279:0x3f8fceb8fe100c02!8m2!3d-5.1422358!4d119.4573378!16s%2Fg%2F11t7fg6fy6!19sChIJeZIwWkjjvi0RAgwQ_rjOjz8,warkop Makassar
219,London Cafe,Kedai Kopi,"Satu Gedung Dengan Princess Syahrini, Rappocini, Jl. Sultan Alauddin No.240, Mangasa, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.1861078,119.4406348,"RC7R+H7 Mangasa, Kota Makassar, Sulawesi Selatan, Indonesia",4.2,154,+62411880988,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn9AJOkVq7HKa0HAZQUb_cu0P61TqMJTds368nEkgLHLjDX4xGHw3oc94OocgSmlLbGxXqulKvIPTcCv4CpahjduEGXjFVr4oofGWQxGIABbAT-E-5TU6nvo3bp5neavR8iCacVwQ=w408-h306-k-no,"Senin,08.00 hingga 20.00 | Selasa,08.00 hingga 20.00 | Rabu,08.00 hingga 20.00 | Kamis,08.00 hingga 20.00 | Jumat,08.00 hingga 20.00 | Sabtu,08.00 hingga 20.00 | Minggu,08.00 hingga 20.00",https://www.google.com/maps/place/London+Cafe/data=!4m7!3m6!1s0x2dbee2678e547ab3:0x5f33f8429fa999b7!8m2!3d-5.1861078!4d119.4406348!16s%2Fg%2F11b76tbgt1!19sChIJs3pUjmfivi0Rt5mpn0L4M18,warkop Makassar
220,WARKOP PAK YOEN,Kafe,"Jl. Racing Centre No.16, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1438017,119.4524795,"VF42+FX Karampuang, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,61,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnEtNuJbsyffLR7K_7Qjz_nYnyKsX6e13c7Sj7_EQcTsZC4D40kBl6ZFFy1sy3Yfc9Q1Gefv3uD9rwE-V1v0k6SSNUNn50HErKkiVxej7rMFTg-pNWfCcq_viPv3g3UAPYA59ZmPQ=w408-h306-k-no,"Senin,09.00 hingga 00.00 | Selasa,09.00 hingga 00.00 | Rabu,08.00 hingga 00.00 | Kamis,09.00 hingga 00.00 | Jumat,09.00 hingga 00.00 | Sabtu,09.00 hingga 00.00 | Minggu,09.00 hingga 00.00",https://www.google.com/maps/place/WARKOP+PAK+YOEN/data=!4m7!3m6!1s0x2dbee332a1f98c1d:0xd99b7153dd33a6b8!8m2!3d-5.1438017!4d119.4524795!16s%2Fg%2F11h7_sgkft!19sChIJHYz5oTLjvi0RuKYz3VNxm9k,warkop Makassar
221,Warkop Agam Makassar,Kedai Kopi,"Jl. Topaz Raya, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1552391,119.4409435,"RCVR+W9 Masale, Kota Makassar, Sulawesi Selatan, Indonesia",3.8,15,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn8zqiKaBNkPviuthhsWTE-Tq_izFViukEP-pSEiwSa-aAJVLV8PlyHvr1g1jDSvACr0Fsaz8b9SX1DwcVAToKe9tMljNtmcVJ_eH_B7qg4cXOcXgB7ibiUEIChMhwmtXOlsm5VqPQuWAzy=w426-h240-k-no,,https://www.google.com/maps/place/Warkop+Agam+Makassar/data=!4m7!3m6!1s0x2dbee3d1c693b8fd:0xf9caa285e5a46ddd!8m2!3d-5.1552391!4d119.4409435!16s%2Fg%2F11yk39wk9y!19sChIJ_biTxtHjvi0R3W2k5YWiyvk,warkop Makassar
222,Warkop BOOGIS,Kafe,"Unnamed Road, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242, Indonesia",Makassar,-5.1018601,119.5119778,"VGX6+7Q Pai, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,222,+6285397560213,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnUEqZtEcbvipIywyE2crDh_5ZwIRNz7p7LK0idLY3G6medxJq42PWjPbOV0ck9bFJZDCmL8L20IrpYCXi669xKUQfRjXgsxN6wl0LgRrLesTWK9SPowaA_dggaPzRIYiq8zNlB=w426-h240-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Warkop+BOOGIS/data=!4m7!3m6!1s0x2dbefbddb909c25f:0x5ab6bfcc769a856!8m2!3d-5.1018601!4d119.5119778!16s%2Fg%2F11h1k8xbbt!19sChIJX8IJud37vi0RVqhpx_xrqwU,warkop Makassar
223,Warkop Sitaba,Kedai Kopi,"Jl. Bougenville No.29 C, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.157618,119.4449851,"RCRV+XX Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,261,+6281241445678,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmM7xwO_83DPyB3oupCYsJQfvwKyb2oNHLHcYLcqvTwAHpzOYORhw9l35f6xb9fRqClmjSRsnLew2MNv6eVk2nu-C-Lf5RstFCbyfH3GSXTA0bOR8YhISXvuRZphylYQmo-hbWI=w408-h306-k-no,"Senin,06.30 hingga 22.00 | Selasa,06.30 hingga 22.00 | Rabu,06.30 hingga 22.00 | Kamis,06.30 hingga 22.00 | Jumat,06.30 hingga 22.00 | Sabtu,06.30 hingga 22.00 | Minggu,06.30 hingga 22.00",https://www.google.com/maps/place/Warkop+Sitaba/data=!4m7!3m6!1s0x2dbee2c1a37f1aa3:0xaa4c665b712c710e!8m2!3d-5.157618!4d119.4449851!16s%2Fg%2F11cmpzds0t!19sChIJoxp_o8Hivi0RDnEscVtmTKo,warkop Makassar
